Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
2xRGPubKBTHX6iyrpQvtCy,"7bXgB6jMjp9ATFy66eO08Z,3ipn9JLAPI5GUEo4y4jcoi","Wet The Bed (feat. Ludacris)","F.A.M.E. (Expanded Edition)","Chris Brown,Ludacris",2011-03-22,266306,66,spotify:user:itsbig_al,2020-11-09T01:49:30Z,"r&b,rap,atl hip hop,dance pop,dirty south rap,hip hop,old school atlanta hip hop,pop rap,southern hip hop,trap",0.58,0.66,6,-7.405,0,0.0429,0.0166,0,0.174,0.411,123.801,4
3MAgQuClHcAV8E9CbeBS6f,"67nwj3Y5sZQLl72VNUHEYE,360IAlyVv4PCEVjgyMZrxK","Lotus Flower Bomb (feat. Miguel)","Ambition","Wale,Miguel",2011-10-28,213253,66,spotify:user:itsbig_al,2020-11-09T01:49:48Z,"pop rap,r&b,rap,southern hip hop,trap,urban contemporary",0.512,0.598,9,-4.959,0,0.115,0.611,0,0.0881,0.345,70.189,4
4BycRneKmOs6MhYG9THsuX,"3TVXtAsR1Inumwj472S9r4","Find Your Love","Thank Me Later","Drake",2010-01-01,208946,67,spotify:user:itsbig_al,2020-11-09T01:49:54Z,"canadian hip hop,canadian pop,hip hop,pop rap,rap",0.627,0.614,6,-6.006,0,0.17,0.0211,0,0.0286,0.758,96.038,4
5pyVqlqThcxI7tPDjHIzPh,"23zg3TcAtWQy7J6upgbUnj","Climax","Looking 4 Myself (Expanded Edition)","USHER",2012-06-12,232906,61,spotify:user:itsbig_al,2020-11-09T01:50:04Z,"atl hip hop,contemporary r&b,dance pop,pop,r&b,rap,south carolina hip hop,urban contemporary",0.647,0.478,8,-8.837,1,0.0782,0.547,0.0000269,0.156,0.333,135.877,4
2xRYnHQdLD9ketvC01UYYT,"6If57j6e3TXXk0HiLcIZca,7bXgB6jMjp9ATFy66eO08Z","It Won't Stop (feat. Chris Brown) - EP Version","Call Me Crazy, But...","Sevyn Streeter,Chris Brown",2013-12-03,281080,68,spotify:user:itsbig_al,2020-11-09T01:50:10Z,"hip pop,r&b,trap queen,urban contemporary,rap",0.657,0.574,1,-9.484,0,0.0407,0.016,0.000081,0.172,0.211,119.992,4
3fBbfrWZUuWWrMQXFISr7N,"7bXgB6jMjp9ATFy66eO08Z,23zg3TcAtWQy7J6upgbUnj,1sBkRIssrMs1AbVkOJbc7a","New Flame (feat. Usher & Rick Ross)","X (Expanded Edition)","Chris Brown,USHER,Rick Ross",2014-09-16,244226,72,spotify:user:itsbig_al,2020-11-09T01:50:12Z,"r&b,rap,atl hip hop,contemporary r&b,dance pop,pop,south carolina hip hop,urban contemporary,dirty south rap,gangster rap,hip hop,southern hip hop,trap",0.702,0.629,1,-4.292,1,0.041,0.0506,0,0.0963,0.446,141.967,4
5uUiDFSt8DUDlTsb5bhT4v,"0hCNtLu0JehylgoiP8L4Gh,7bXgB6jMjp9ATFy66eO08Z","Right By My Side","Pink Friday ... Roman Reloaded","Nicki Minaj,Chris Brown",2011-01-01,265320,45,spotify:user:itsbig_al,2020-11-09T01:50:14Z,"hip pop,pop,queens hip hop,rap,r&b",0.566,0.858,1,-4.832,1,0.275,0.0176,0,0.126,0.493,161.911,4
72by3Re4C3eVEBXvsUo0zV,"5y2Xq6xcjJb2jVM54GHK3t,74V3dE1a51skRkdII8y2C6","Green Light (feat. André 3000)","Evolver","John Legend,André 3000",2008-10-27,284186,56,spotify:user:itsbig_al,2020-11-09T01:50:27Z,"neo soul,pop,pop soul,urban contemporary,atl hip hop,dirty south rap,hip hop,southern hip hop",0.622,0.882,9,-5.59,0,0.119,0.0912,0,0.216,0.762,77.506,4
51q0vXgCI2CW9x4K8SdfXS,"2iojnBLj0qIMiKPvVhLnsH,3TVXtAsR1Inumwj472S9r4","Unusual (feat. Drake)","Passion, Pain & Pleasure","Trey Songz,Drake",2010-09-13,212346,0,spotify:user:itsbig_al,2020-11-09T01:50:31Z,"dance pop,r&b,southern hip hop,trap,urban contemporary,canadian hip hop,canadian pop,hip hop,pop rap,rap",0.591,0.658,0,-5.881,0,0.195,0.182,0,0.615,0.623,81.933,4
7GjNPaxtLRJxPy1U6bLYrK,"6vWDO969PvNqNYHIOW5v0m,6l3HvQ5sa6mXTsMTB19rO5","Party (feat. J. Cole)","Party (feat. J. Cole)","Beyoncé,J. Cole",2011-10-24,219826,49,spotify:user:itsbig_al,2020-11-09T01:50:45Z,"pop,r&b,conscious hip hop,hip hop,north carolina hip hop,rap",0.649,0.547,10,-6.936,1,0.0493,0.0111,0,0.105,0.708,161.007,4
5IFCyWplye09HytIP80RCF,"2MGT7CYlixSPxAnnkhLpaA","Too Close","Rated Next","Next",1997-09-30,259440,67,spotify:user:itsbig_al,2020-11-09T01:51:01Z,"boy band,contemporary r&b,minneapolis sound,new jack swing,r&b,urban contemporary",0.847,0.402,7,-9.952,1,0.0641,0.0118,0,0.283,0.752,99.693,4
6VixoRqnikN4QqegoKUSbH,"3ipn9JLAPI5GUEo4y4jcoi,4HgF4KnohByNElYid7iCNb","Pimpin' All Over The World","The Red Light District","Ludacris,Bobby V.",2004-01-01,329626,54,spotify:user:itsbig_al,2020-11-09T01:51:08Z,"atl hip hop,dance pop,dirty south rap,hip hop,old school atlanta hip hop,pop rap,rap,southern hip hop,trap,contemporary r&b,hip pop,r&b,urban contemporary",0.495,0.883,11,-4.087,1,0.299,0.287,0,0.138,0.782,92.136,4
6TQi1WGLxAyy1itA3CqSlD,"0rG0AZBscc8S8q1ahIsasI","Rodeo","Reality Check","JUVENILE",2006-02-27,237946,52,spotify:user:itsbig_al,2020-11-09T01:51:15Z,"bounce,crunk,dirty south rap,new orleans rap,southern hip hop,trap",0.7,0.547,1,-7.907,1,0.156,0.0532,0,0.068,0.67,157.137,3
5jgEJXjECdlhzNgfITSTVm,"3UVRliakQfa1pMWIsNuiZ8","Just Friends (Sunny)","Aijuswanaseing","Musiq Soulchild",2000-01-01,251426,59,spotify:user:itsbig_al,2020-11-09T01:51:18Z,"contemporary r&b,neo soul,new jack swing,r&b,urban contemporary",0.754,0.376,0,-7.56,1,0.208,0.404,0,0.358,0.556,95.018,4
6zOg9gP62RJSsKFeOBAgvH,"7urq0VfqxEYEEiZUkebXT4,5me0Irg2ANcsgc93uaYrpb,34t9RzI5oDMZJVmcoUZnJE","Only You (feat. The Notorious B.I.G., Ma$e) - Bad Boy Remix","112","112,The Notorious B.I.G.,Ma$e",1996-08-27,289413,63,spotify:user:itsbig_al,2020-11-09T01:51:43Z,"atl hip hop,boy band,contemporary r&b,hip pop,r&b,urban contemporary,east coast hip hop,gangster rap,hardcore hip hop,hip hop,rap",0.764,0.525,8,-5.969,1,0.048,0.0296,0,0.0993,0.787,95.813,4
4faiJXyBflUVVOOE9fxbeg,"1ZKqrja0WvbSssYNFO3lzs,6gbGGM0E8Q1hE511psqxL0","Tie Me Down (feat. Ray J)","Skinny Jeanz and a Mic","New Boyz,Ray J",2009-09-15,178807,51,spotify:user:itsbig_al,2020-11-09T01:52:30Z,"pop rap,urban contemporary",0.42,0.787,8,-4.467,1,0.294,0.0104,0,0.198,0.38,97.967,4
3ZlGwCGlf0pMHZhEHpa3wJ,"5DqmNLPM1kAbSBQk2FMm6b","I Pray (Never Forget)","I Pray","Amanda Perez",2004-01-01,227626,43,spotify:user:itsbig_al,2020-11-09T01:52:44Z,"hip pop,r&b,southern hip hop,urban contemporary",0.724,0.441,0,-7.341,1,0.0277,0.586,0,0.095,0.675,122.077,4
3Cn1FSSTXeQ7hCfrbizrD0,"1vfezMIyCr4XUdYRaKIKi3,59wfkuBoNyhDMQGCljbUbA","Last Night","Just Like You","Keyshia Cole,Diddy",2007-01-01,255773,56,spotify:user:itsbig_al,2020-11-09T01:52:58Z,"hip pop,r&b,urban contemporary,dance pop,east coast hip hop,hip hop,pop rap,rap",0.916,0.848,3,-5.034,0,0.0637,0.166,0.000204,0.0859,0.974,121.004,4
28gIO6msEpMiz8D8uk4zvr,"3aQeKQSyrW4qWr35idm0cy,1sBkRIssrMs1AbVkOJbc7a","Rap Song (feat. Rick Ross)","Rap Song (feat. Rick Ross)","T-Pain,Rick Ross",2010-10-12,237800,0,spotify:user:itsbig_al,2020-11-09T01:53:25Z,"dance pop,gangster rap,hip hop,pop rap,r&b,rap,southern hip hop,trap,urban contemporary,dirty south rap",0.419,0.669,7,-7.738,0,0.29,0.0117,0,0.166,0.477,85.661,4
4NeOWqHmlrGRuBvsLJC9rL,"31TPClRtHm23RisEBtV3X7,4OBJLual30L7gRl5UkeRcT","My Love (feat. T.I.)","FutureSex/LoveSounds Deluxe Edition","Justin Timberlake,T.I.",2006-09-13,276160,76,spotify:user:itsbig_al,2020-11-09T01:53:46Z,"dance pop,pop,atl hip hop,dirty south rap,gangster rap,hip hop,pop rap,rap,southern hip hop,trap",0.771,0.68,11,-5.881,0,0.224,0.277,0.0000118,0.682,0.808,119.952,4
7bWonRM5QK6qA0dwYISntA,"53thXvKRvNjrjmcusbdDSu","Boyfriend/Girlfriend - Original","Boyfriend/Girlfriend","C-Side",2008-12-02,207600,38,spotify:user:itsbig_al,2020-11-09T01:53:49Z,"pop rap",0.782,0.637,0,-6.357,1,0.126,0.0414,0,0.0955,0.328,124.014,4
3HdsPs5Yk4aeVHV3ozRTop,"4iHNK0tOyZPYnBU7nGAgpQ,360IAlyVv4PCEVjgyMZrxK","#Beautiful","Me. I Am Mariah…The Elusive Chanteuse (Deluxe)","Mariah Carey,Miguel",2014-05-23,199946,43,spotify:user:itsbig_al,2020-11-09T01:53:56Z,"dance pop,pop,urban contemporary,r&b",0.443,0.755,4,-5.333,1,0.119,0.322,0,0.298,0.431,214.13,4
0EOPzT52voPySWSTg9cQE0,"1goOx6gnQdUllLfSMsL4Rt","Because of You","Marques Houston","Marques Houston",2003-10-21,248733,22,spotify:user:itsbig_al,2020-11-09T01:54:17Z,"contemporary r&b,hip pop,r&b,urban contemporary",0.684,0.626,1,-3.124,1,0.0654,0.159,0,0.106,0.573,93.029,4
0pHIisjj01qh0n1axvFZxR,"1Y8cdNmUJH7yBTd9yOvr5i,4hadtPX6kKntrnA87Zdy01","Cater 2 U - Storch Remix Edit","Cater 2 U (Remix EP)","Destiny's Child,Scott Storch",2005-07-19,249093,34,spotify:user:itsbig_al,2020-11-09T01:54:24Z,"dance pop,girl group,pop,r&b,urban contemporary",0.656,0.684,11,-5.782,0,0.0467,0.101,0.00241,0.174,0.421,128.534,4
1e5ayf28RKanXy0NNJVANp,"15Dh5PvHQj909E0RgAe0aN,7sfl4Xt5KmfyDs2T3SVSMK,2OqENqJFXPORP4BUGnu2Qq","Okay (feat. Lil Jon & YoungBloodZ)","Complicated","Nivea,Lil Jon,Youngbloodz",2001-01-01,283360,41,spotify:user:itsbig_al,2020-11-09T01:54:32Z,"atl hip hop,contemporary r&b,hip pop,r&b,urban contemporary,crunk,dance pop,dirty south rap,old school atlanta hip hop,pop rap,southern hip hop,trap",0.779,0.562,6,-7.031,0,0.0578,0.111,0,0.0968,0.684,86.01,4
4LvH604nVCMVGlNbjx3Gnk,"13y7CgLHjMVRMDqxdx0Xdo,23zg3TcAtWQy7J6upgbUnj","Spotlight (feat. Usher)","The State vs. Radric Davis (Deluxe)","Gucci Mane,USHER",2009-12-04,233746,32,spotify:user:itsbig_al,2020-11-09T01:59:29Z,"atl hip hop,dirty south rap,hip hop,pop rap,rap,southern hip hop,trap,contemporary r&b,dance pop,pop,r&b,south carolina hip hop,urban contemporary",0.781,0.784,10,-5.047,0,0.13,0.0774,0,0.365,0.738,125.029,4
2V5Z2ufbahT6PQSJiRBWyJ,"1W3FSF1BLpY3hlVIgvenLz","Purple Kisses","Love/Hate","The-Dream",2007-01-01,313480,37,spotify:user:itsbig_al,2020-11-09T01:59:35Z,"dirty south rap,hip pop,r&b,southern hip hop,trap,urban contemporary",0.746,0.71,0,-6.141,1,0.0371,0.0999,0.00000373,0.317,0.82,129.963,4
3RBGG1be9aBaSvjnw6ABkh,"1W3FSF1BLpY3hlVIgvenLz","Rockin' That Shit","Love Vs Money","The-Dream",2009-01-01,221920,62,spotify:user:itsbig_al,2020-11-19T02:17:30Z,"dirty south rap,hip pop,r&b,southern hip hop,trap,urban contemporary",0.672,0.62,8,-4.865,1,0.0442,0.124,0,0.364,0.626,77.993,4
